id,name,price,is_available,is_featured,dt_created,lister_id,is_locked,is_routed,last_locked,address_num,address_street,address_apt,address_zip
180,Desk Lamp,15,TRUE,FALSE,2021-01-05 6:46:42,32,FALSE,FALSE,0,70,Morningside Drive,,10027
181,Large Mini-fridge (2-Door),100,TRUE,TRUE,2021-01-05 21:57:12,32,FALSE,FALSE,0,70,Morningside Drive,,10027
182,Small Haier Mini-Fridge,65,TRUE,TRUE,2021-01-06 4:12:35,32,FALSE,FALSE,0,70,Morningside Drive,,10027
183,Ikea Swivel Desk Chair,50,FALSE,FALSE,2021-01-06 17:58:58,4,FALSE,FALSE,0,70,Morningside Drive,,10027
184,Ikea Swivel Desk Chair,40,TRUE,FALSE,2021-01-06 17:58:59,32,FALSE,FALSE,0,70,Morningside Drive,,10027
185,Kitchen Utensils,7,TRUE,FALSE,2021-01-06 17:58:59,5,FALSE,FALSE,0,70,Morningside Drive,,10027
186,Kitchen Utensils: Tongs and Spatula,8,TRUE,FALSE,2021-01-06 17:58:58,5,FALSE,FALSE,0,70,Morningside Drive,,10027
187,Cook's Essentials Pan Set,40,TRUE,FALSE,2021-01-06 17:58:59,32,FALSE,FALSE,0,70,Morningside Drive,,10027
188,Shower Organizer,16,TRUE,FALSE,2021-01-06 17:58:59,32,FALSE,FALSE,0,70,Morningside Drive,,10027
189,10lbs Dumbbell Weights,50,TRUE,FALSE,2021-01-07 18:55:31,32,FALSE,FALSE,0,70,Morningside Drive,,10027
190,Pour Over Coffee Maker,17,FALSE,FALSE,2021-01-08 19:17:13,2,FALSE,FALSE,0,70,Morningside Drive,,10027
191,Pour Over Coffee Maker,17,TRUE,FALSE,2021-01-08 19:17:12,2,FALSE,FALSE,0,70,Morningside Drive,,10027
192,Hamilton Beach Coffee Grinder,20,TRUE,FALSE,2021-01-08 19:17:12,2,FALSE,FALSE,0,70,Morningside Drive,,10027
193,Sharp Microwave Oven,60,TRUE,FALSE,2021-01-08 19:17:12,2,FALSE,FALSE,0,70,Morningside Drive,,10027
195,Swivel Desk Chair,40,TRUE,TRUE,2021-01-10 16:47:34,32,FALSE,FALSE,0,70,Morningside Drive,,10027
196,Small Side Table,15,TRUE,TRUE,2021-01-10 16:47:34,32,FALSE,FALSE,0,70,Morningside Drive,,10027
197,Sunbeam Microwave,60,TRUE,FALSE,2021-01-11 6:27:57,32,FALSE,FALSE,0,70,Morningside Drive,,10027
198,Amazon Basics Microwave,60,TRUE,FALSE,2021-01-14 17:45:40,32,FALSE,FALSE,0,70,Morningside Drive,,10027
199,Echo Dot (3rd Gen),39,TRUE,FALSE,2021-01-16 18:29:57,32,FALSE,FALSE,0,70,Morningside Drive,,10027
200,Assorted Hangers (20 pack),12,FALSE,TRUE,2021-01-16 18:29:57,32,FALSE,FALSE,0,70,Morningside Drive,,10027
201,Swiffer Mop Stick,14,TRUE,FALSE,2021-01-16 18:29:57,32,FALSE,FALSE,0,70,Morningside Drive,,10027
